state,account length,area code,phone number,international plan,number vmail messages,total day minutes,total day calls,total eve minutes,total eve calls,total night minutes,total night calls,total intl minutes,total intl calls,customer service calls,churn
10,27,510,2676,0,0,72.7,75,208.6,117,65.8,71,9.9,3,1,0
14,81,415,1684,0,31,210.4,100,225.5,97,168.7,120,9.7,4,0,0
27,64,510,490,1,33,127.2,93,162.9,104,247.4,109,8.1,13,0,0
46,107,510,528,0,28,201.8,79,304.9,128,225.6,133,11.9,8,1,0
7,88,415,968,0,17,219.5,78,222.1,94,188.3,92,16.1,5,1,0
46,111,408,874,0,0,99.3,112,270.5,136,225.3,94,9.0,6,3,0
33,77,415,2581,0,0,239.2,114,150.0,115,160.8,81,10.3,2,5,0
37,67,415,1416,1,0,120.9,58,235.0,88,95.1,130,11.4,11,2,0
1,102,408,1334,0,0,224.7,81,129.4,112,167.6,109,15.8,6,1,0
28,146,408,2335,0,19,176.6,88,162.7,66,215.5,98,14.6,6,1,0
9,144,415,1720,0,51,283.9,98,192.0,109,196.3,85,10.0,4,1,0
29,96,415,2947,0,0,180.6,92,190.9,114,295.6,125,10.3,4,1,1
28,70,415,553,0,31,125.9,101,196.4,102,252.7,75,10.3,4,1,0
21,149,408,2867,0,0,237.6,79,192.4,107,207.4,111,9.1,9,0,0
14,129,415,2378,0,0,198.4,91,264.7,106,111.4,101,9.2,2,2,0
47,166,408,1006,0,0,274.3,110,52.9,109,246.1,119,10.9,5,0,0
19,136,408,1441,1,0,199.6,89,211.4,96,72.4,84,11.0,4,3,1
16,149,510,458,0,0,217.7,91,273.5,74,226.9,99,9.6,3,3,0
39,70,415,1497,0,0,134.7,96,235.9,90,260.2,113,7.6,6,3,0
24,120,415,269,0,24,212.7,73,257.5,103,227.8,119,9.7,13,2,0
12,66,510,2626,0,0,256.3,135,180.2,106,187.3,135,6.2,7,2,0
50,104,408,1382,0,0,183.6,133,120.7,98,215.1,112,12.7,2,1,0
33,160,415,202,0,0,176.2,90,196.0,115,263.9,95,9.2,4,1,0
48,129,415,226,0,37,205.0,94,165.4,103,185.0,81,11.7,8,1,0
1,93,408,1670,0,0,267.9,114,223.0,74,262.7,90,11.3,3,3,1
11,169,415,249,0,0,179.2,111,175.2,130,228.6,92,9.9,6,2,0
24,58,415,961,0,0,149.4,145,196.5,105,209.5,108,14.9,3,1,0
4,75,510,809,0,38,163.6,132,146.7,113,345.8,115,13.1,3,3,0
24,45,408,2052,0,0,207.6,71,152.7,94,217.8,125,12.4,13,1,0
6,155,510,1876,0,0,165.4,108,183.7,103,80.2,108,8.9,4,3,0
20,52,415,878,0,0,209.8,114,171.3,82,154.6,119,9.9,9,4,0
35,119,415,2049,0,27,220.1,128,268.2,133,146.5,80,11.1,3,0,0
33,86,510,960,0,0,141.3,72,154.3,95,210.6,91,8.2,5,1,0
20,42,408,371,0,0,196.5,89,241.3,123,143.2,105,4.0,7,0,0
29,127,510,750,1,0,180.9,114,209.5,118,249.9,105,7.4,4,2,0
35,123,408,3286,0,0,105.0,150,251.6,90,258.0,93,14.9,5,0,0
19,98,510,1381,0,0,271.4,119,190.4,102,284.7,118,11.1,6,4,1
36,149,510,1180,0,43,206.7,79,174.6,122,241.5,80,10.9,3,1,0
19,160,408,2111,0,0,166.8,109,236.0,117,307.6,77,9.3,1,1,0
47,103,415,991,0,0,204.9,107,135.2,102,208.2,106,10.4,3,5,0
11,132,415,2735,0,15,154.6,128,245.6,106,148.6,90,9.1,4,1,0
5,137,415,1826,0,0,127.0,107,323.2,75,143.9,127,7.5,2,1,0
9,129,415,1022,1,0,267.4,78,204.2,85,111.7,146,5.9,4,1,0
48,62,415,1970,0,0,281.0,66,160.6,108,77.9,74,0.0,0,1,0
13,122,510,1939,0,33,270.8,96,220.4,110,169.9,104,11.8,8,4,0
50,32,408,3324,0,0,171.2,82,185.6,102,203.3,64,10.2,7,1,0
10,86,510,2955,0,0,124.1,82,202.6,120,289.6,119,6.7,8,3,0
9,130,415,588,0,0,162.8,113,290.3,111,114.9,140,7.2,3,1,0
50,42,408,1104,0,0,146.3,84,255.9,113,45.0,117,8.0,12,1,0
8,73,415,1045,0,0,254.8,85,143.4,80,153.9,102,15.0,7,2,0
21,66,408,1789,0,26,254.9,108,243.2,135,190.8,95,5.4,3,2,0
7,103,510,2062,0,31,107.7,124,188.9,104,196.2,98,8.9,3,0,0
12,128,408,302,0,0,158.8,75,264.8,91,270.0,77,7.6,7,1,0
5,104,415,1747,0,0,182.9,113,239.6,85,229.8,104,5.5,4,2,0
23,103,415,2095,0,0,198.5,112,42.5,90,179.2,124,12.4,5,0,0
46,124,415,3125,0,0,178.4,72,233.6,134,179.4,91,12.0,2,0,0
3,87,510,2,0,0,110.9,91,158.5,115,207.5,131,6.2,5,1,0
18,109,415,2395,0,27,166.9,85,221.2,92,197.3,97,12.3,4,1,1
24,167,415,2471,1,0,244.8,91,60.8,105,176.7,110,10.7,3,2,0
21,97,510,687,0,0,120.8,96,169.8,101,194.1,63,11.9,3,4,1
20,106,415,552,0,0,165.3,118,210.0,101,187.2,93,8.5,3,2,0
46,125,415,1593,0,0,126.7,113,155.5,131,206.2,112,14.4,7,2,0
7,108,408,2536,0,35,215.9,106,200.6,107,195.4,107,15.5,7,0,0
50,125,415,1842,0,0,140.1,132,209.6,126,264.1,77,8.0,2,1,0
45,89,415,3063,0,32,209.9,113,249.8,104,224.2,92,8.7,7,1,0
45,72,510,2103,1,29,139.8,114,138.2,91,221.0,88,5.5,6,0,0
6,23,510,1536,0,0,321.6,107,251.6,115,141.1,158,11.3,3,2,1
11,149,510,2329,0,0,166.6,61,218.8,107,208.3,131,8.2,6,7,0
48,73,415,2645,0,0,214.2,90,196.8,78,157.9,112,5.9,8,0,0
20,61,415,1523,0,0,260.0,123,210.5,127,234.7,70,9.0,3,1,1
49,161,415,3225,0,0,191.9,113,70.9,87,204.8,107,13.4,4,4,1
46,73,408,3154,0,0,213.0,95,188.8,104,136.2,89,13.5,3,0,0
44,118,415,1016,0,24,118.1,83,109.6,72,245.5,73,16.9,2,1,0
5,23,408,2307,0,0,190.2,89,166.4,108,219.8,73,15.0,4,6,0
27,127,415,3206,0,25,82.2,95,163.3,109,264.9,104,5.1,6,0,0
31,42,415,2774,0,32,163.8,80,177.8,123,190.4,106,8.1,5,0,0
2,118,415,2634,0,0,267.8,145,316.4,121,208.6,91,14.4,11,5,1
12,45,510,159,0,0,159.8,91,120.4,86,163.0,93,10.6,3,2,0
10,50,408,1742,0,24,214.3,129,289.8,55,312.5,130,10.6,4,1,0
24,179,510,1011,0,0,287.3,123,288.0,114,266.0,112,10.5,4,0,1
24,152,408,2702,0,0,101.2,122,141.6,87,198.5,124,7.5,3,2,0
50,105,415,1615,0,0,102.8,74,281.7,125,228.1,113,13.2,5,2,0
11,72,415,2931,0,0,109.1,97,115.7,96,295.8,84,8.3,6,0,0
38,52,408,2937,0,0,215.9,67,217.0,108,342.8,130,5.2,2,1,0
43,125,415,1354,0,0,203.4,110,128.7,97,190.5,113,11.0,4,1,0
45,143,510,2128,0,0,110.1,113,169.0,59,166.7,94,9.2,2,1,0
39,65,415,2056,0,0,111.0,51,219.8,84,202.0,89,4.4,14,1,0
48,80,415,2495,0,0,239.9,121,142.3,51,364.3,106,9.3,5,1,0
25,1,415,2863,0,0,144.8,107,112.5,66,218.7,79,13.8,3,1,0
17,60,408,244,0,0,135.4,134,205.9,85,204.0,103,7.9,4,1,0
27,43,415,266,0,0,84.2,134,80.8,103,196.1,79,10.8,2,1,0
33,143,415,836,0,0,209.1,127,106.1,80,179.6,90,14.0,6,0,0
44,81,415,2832,0,24,130.1,117,196.0,61,139.3,123,11.4,5,0,0
21,205,510,3030,0,24,175.8,139,155.0,98,180.7,64,7.8,5,2,0
11,24,415,550,0,0,241.9,104,145.2,112,214.5,105,6.6,5,1,0
35,74,415,329,0,0,136.7,106,228.6,105,265.3,114,9.8,4,0,0
49,77,510,1020,0,0,67.7,68,195.7,86,236.5,137,12.0,2,1,0
36,74,415,1395,0,0,200.4,87,309.2,105,152.1,118,10.0,2,1,0
17,74,510,1470,1,0,125.8,103,207.7,96,207.4,143,14.1,4,1,1
1,200,408,2854,0,0,128.2,87,133.2,105,177.6,123,11.2,2,1,0
20,86,408,57,0,0,226.3,88,223.0,107,255.6,92,13.0,3,4,0
29,91,510,241,0,37,162.3,107,233.9,115,277.4,94,9.2,4,0,0
7,76,415,353,0,0,224.4,121,147.9,97,183.8,74,6.7,2,2,0
43,130,415,2437,0,0,120.5,127,189.7,52,270.1,107,14.3,2,1,0
35,56,408,783,0,0,91.1,90,179.3,115,300.7,89,11.9,8,2,0
8,117,415,3159,0,0,168.8,137,241.4,107,204.8,106,15.5,4,0,0
12,63,510,2623,0,0,153.5,81,287.3,115,230.2,85,6.5,5,2,0
46,126,415,2662,0,0,226.2,88,140.3,114,208.9,110,6.4,2,0,0
37,132,510,950,0,0,191.9,107,206.9,127,272.0,88,12.6,2,1,0
33,81,415,2541,0,28,167.9,147,190.7,105,193.0,103,9.2,6,4,1
27,122,415,1401,0,0,180.0,88,145.0,77,233.7,120,11.5,6,2,0
31,46,408,173,0,0,257.4,67,261.1,91,204.4,107,13.4,5,2,1
23,150,415,2319,0,28,174.4,75,169.9,80,201.6,130,11.0,4,1,0
13,99,408,992,0,0,159.7,83,155.4,121,255.7,114,8.4,3,1,0
1,87,408,863,0,0,237.2,124,222.6,87,173.3,81,11.0,3,1,0
0,108,415,105,0,0,103.0,129,242.3,103,170.2,89,7.9,3,1,0
46,101,415,2825,0,0,153.8,89,234.0,89,196.3,77,11.6,2,4,0
38,53,415,454,0,0,205.1,86,160.5,95,149.5,142,10.7,2,3,0
0,132,415,661,0,39,175.7,93,187.2,94,225.5,118,8.6,3,2,0
4,158,510,1830,0,0,155.9,123,224.2,112,221.0,116,8.6,8,2,0
25,114,415,2180,0,34,154.4,109,221.4,142,208.5,103,10.3,5,0,0
2,77,415,2862,0,23,209.7,73,183.6,63,205.5,111,7.1,3,2,0
33,144,415,1696,1,0,150.0,69,285.9,73,190.6,121,9.4,15,0,0
1,91,510,1794,0,23,232.4,97,186.0,88,190.5,128,12.3,3,3,0
10,58,408,2189,0,0,165.4,100,115.7,87,193.8,118,12.8,5,2,0
2,5,415,1852,0,0,199.2,106,187.3,12,214.0,85,13.3,3,3,0
19,97,408,2628,0,0,217.6,81,320.5,51,150.7,110,4.2,3,0,0
31,107,415,1004,0,0,212.1,95,150.1,88,219.8,111,7.7,2,3,0
24,142,415,3155,0,30,154.0,75,165.8,97,270.0,83,10.8,5,1,0
34,9,408,924,0,31,193.8,130,202.6,98,191.2,102,13.3,2,1,0
3,73,415,22,0,0,175.4,130,248.1,105,122.4,85,12.2,4,0,0
31,48,510,2868,0,22,152.0,63,258.8,131,263.2,109,15.7,5,2,1
49,43,408,3177,0,0,230.2,147,186.7,121,128.4,100,9.2,3,0,0
32,122,408,1555,0,33,174.9,103,248.2,105,164.6,116,13.5,3,1,1
40,93,415,1594,0,0,190.2,68,262.2,64,130.0,92,8.8,4,0,0
46,85,415,263,0,0,176.4,122,224.9,123,219.6,50,11.5,1,1,0
42,59,415,2526,0,0,160.9,95,251.2,65,273.4,97,5.0,5,3,0
18,87,415,2272,0,0,228.7,90,163.0,99,154.1,90,11.8,3,1,0
35,137,408,24,0,0,144.0,90,181.6,100,128.1,93,12.3,2,0,0
37,21,510,1965,0,31,135.9,90,271.0,84,179.1,89,9.5,7,6,0
8,129,510,176,0,0,334.3,118,192.1,104,191.0,83,10.4,6,0,1
17,104,415,104,0,0,130.5,77,131.2,117,264.7,63,13.0,6,0,0
10,93,408,3035,0,21,134.2,105,162.5,128,186.6,90,11.8,2,4,1
46,63,415,2361,0,0,278.0,102,266.4,114,224.1,118,13.1,4,4,1
37,161,415,955,0,0,105.4,70,214.8,122,223.6,126,7.8,5,0,0
43,50,510,2392,0,0,188.9,94,203.9,104,151.8,124,11.6,8,3,0
24,103,408,1608,0,24,111.8,85,239.6,102,268.3,81,6.9,4,1,0
28,84,415,2570,0,33,159.1,106,149.8,101,213.4,108,13.0,18,1,0
23,92,510,616,0,0,212.4,105,224.6,118,221.3,105,9.0,4,1,0
33,77,415,1809,0,0,142.3,112,306.3,111,196.5,82,9.9,1,1,0
34,64,415,660,1,0,346.8,55,249.5,79,275.4,102,13.3,9,1,1
9,159,415,466,0,15,113.9,102,145.3,146,195.2,137,11.8,9,1,0
16,110,415,1513,1,27,267.9,103,263.3,74,178.1,106,8.3,2,1,1
33,138,510,2403,0,0,171.4,117,115.2,128,224.5,115,17.0,4,3,0
33,178,408,1155,0,0,275.4,150,187.5,62,147.1,126,13.6,3,1,0
40,38,415,1691,0,31,197.2,118,249.9,70,298.9,104,3.9,2,0,0
22,50,415,1225,0,35,192.6,97,135.2,101,216.2,101,7.9,2,2,0
22,45,510,1703,0,26,91.7,104,150.6,119,63.3,103,7.7,5,1,0
42,70,510,2388,0,0,126.3,99,141.6,106,255.9,96,9.6,2,0,0
34,147,510,3303,0,33,251.5,107,234.1,110,213.4,87,10.4,6,3,0
33,94,510,1845,0,0,190.6,108,152.3,95,144.7,97,7.5,5,1,0
14,179,510,739,0,0,116.1,101,201.8,99,181.9,103,11.6,5,0,0
25,116,415,3191,0,0,217.3,91,216.1,95,148.1,76,11.3,3,2,0
28,59,510,855,0,0,179.4,80,232.5,99,175.8,105,14.7,3,0,0
27,165,415,111,0,0,207.7,109,164.8,94,54.5,91,7.9,3,0,0
22,133,408,2131,0,0,277.3,138,228.4,117,117.3,103,12.8,4,2,1
42,140,415,1591,0,0,125.3,84,167.6,121,260.6,94,8.4,4,1,0
46,93,408,2874,0,32,138.1,91,167.3,72,238.9,115,6.8,3,2,0
36,52,510,3018,0,38,169.3,88,225.9,97,172.0,86,8.2,3,0,0
8,64,415,2631,0,27,201.3,101,143.8,89,150.2,127,12.3,3,1,0
28,12,510,1829,1,0,216.7,117,116.5,126,220.0,110,9.8,4,2,0
37,48,415,2768,0,0,190.4,92,317.5,85,133.4,113,8.3,4,2,0
34,181,408,480,0,0,143.3,91,195.5,58,223.3,95,6.0,7,1,0
24,168,415,447,0,42,97.4,57,203.6,98,173.9,124,11.4,2,2,0
9,155,415,570,0,0,181.4,111,167.7,92,168.5,122,11.3,3,3,0
28,105,510,629,0,0,246.4,83,256.2,101,169.0,151,3.8,4,0,0
34,11,415,2593,0,0,143.4,130,289.4,50,194.0,100,9.7,6,2,0
28,182,415,2556,0,0,104.9,111,198.5,120,258.2,91,8.0,5,2,0
34,104,415,391,0,0,156.2,93,193.0,54,222.7,94,13.1,5,1,0
35,102,415,533,0,0,114.8,125,81.9,126,304.3,101,12.0,4,0,0
1,122,415,332,0,0,232.5,96,205.5,120,213.7,91,11.9,2,0,0
40,41,415,147,0,0,143.6,117,152.4,108,194.4,110,8.6,3,1,0
10,132,415,3202,0,0,176.7,132,244.1,80,176.3,120,9.1,4,2,0
50,76,415,2882,0,0,263.4,148,230.3,69,170.6,101,11.4,5,1,1
49,13,415,261,0,0,146.4,74,148.5,92,216.7,96,11.3,3,1,0
11,115,415,334,0,33,145.0,72,194.5,157,242.3,138,14.2,3,2,0
49,67,408,2805,0,0,167.8,91,167.7,69,110.3,71,8.4,12,1,0
18,154,510,2152,0,0,166.9,99,154.9,97,189.4,89,7.2,5,0,0
2,100,510,1305,0,0,142.5,87,195.7,88,122.1,117,7.8,8,2,0
0,146,510,1972,1,0,133.0,65,262.8,93,214.3,128,11.2,3,1,0
7,148,415,1783,0,11,252.9,129,284.3,88,262.8,99,12.3,1,1,0
1,67,415,407,0,28,95.0,94,291.2,73,159.6,114,10.0,2,2,0
44,161,510,56,1,0,194.2,106,249.4,105,254.9,129,12.9,1,1,1
16,70,415,1518,0,0,222.8,114,215.9,113,223.5,122,0.0,0,1,0
23,116,510,360,0,0,201.8,82,231.5,95,226.1,130,16.5,5,0,0
45,99,415,2566,0,42,216.0,125,232.3,104,215.5,100,9.3,4,2,1
44,87,415,2985,0,0,146.3,108,171.8,102,167.5,66,5.3,9,1,0
15,87,510,1991,0,0,234.8,85,140.9,91,204.3,93,9.5,5,1,0
6,70,408,434,0,0,198.6,111,213.9,115,171.2,105,10.6,6,2,0
8,131,408,2161,0,0,94.4,80,215.1,101,179.7,108,13.1,9,2,0
46,119,510,2658,0,0,190.4,74,215.6,113,161.2,111,10.0,1,2,0
24,119,408,2192,0,32,142.6,77,208.2,126,171.0,102,12.0,2,3,0
39,87,510,3304,1,0,134.2,80,165.0,71,173.1,102,10.7,5,0,0
4,112,415,401,0,0,111.9,92,114.0,143,146.8,79,14.1,3,5,1
39,75,415,236,0,0,122.8,89,211.3,104,261.4,91,10.7,2,2,0
6,150,510,2994,0,0,189.3,77,220.9,105,238.7,117,9.2,5,4,0
15,161,510,1913,0,38,240.4,112,201.8,102,206.1,112,16.1,6,0,0
9,91,510,2133,1,24,93.5,112,183.4,128,240.7,133,9.9,3,0,0
16,124,415,1574,0,0,158.6,104,211.2,77,179.3,104,10.2,8,3,0
34,94,510,3161,1,0,243.2,109,147.0,88,94.9,99,7.2,4,4,0
43,217,408,2043,0,0,176.4,115,158.8,128,306.6,107,9.3,3,4,0
39,158,510,1360,0,0,220.9,129,242.2,108,233.3,75,6.4,5,0,0
33,102,415,1627,0,0,144.4,87,266.5,128,217.6,59,7.1,7,0,0
44,85,510,11,0,0,212.3,107,228.4,103,163.3,116,7.7,3,0,0
36,79,510,1901,0,0,147.0,72,165.7,102,243.2,107,8.4,9,1,0
23,139,510,1111,0,25,96.2,112,178.9,70,182.1,84,12.9,10,2,0
27,103,415,2424,0,0,263.4,118,179.1,69,214.7,112,10.3,2,0,0
37,98,415,1797,1,0,12.5,67,256.6,90,169.4,88,7.7,9,1,0
30,78,408,943,0,0,162.3,116,192.4,86,240.6,100,10.1,3,2,0
0,50,408,1273,0,0,183.6,107,58.6,118,202.6,99,8.7,3,1,0
37,161,415,1259,0,0,178.1,109,146.5,86,137.6,78,8.5,2,1,0
16,67,408,1948,0,0,201.4,101,97.6,122,202.5,119,7.0,3,0,0
49,86,415,154,0,38,123.0,158,133.9,119,138.2,103,13.3,4,1,0
10,92,510,1697,0,0,208.0,125,198.9,76,76.4,97,8.6,6,0,0
32,174,415,467,0,0,239.2,72,188.5,124,105.6,116,8.8,3,1,0
35,124,510,1248,0,0,193.0,97,89.8,99,172.8,104,15.3,3,1,0
28,132,415,323,0,31,174.5,101,245.6,105,172.8,76,10.3,9,1,0
39,190,415,1217,0,26,116.7,71,145.9,88,175.1,103,9.9,3,1,0
11,101,510,532,0,0,93.8,127,150.0,104,241.1,116,10.7,2,1,0
50,185,415,2763,1,30,154.1,114,118.7,106,258.4,105,12.9,3,2,0
34,68,415,794,0,29,239.5,82,203.8,105,167.8,70,9.9,6,0,0
16,117,510,2034,0,25,216.0,140,224.1,69,267.9,112,11.8,4,0,0
18,118,408,2771,0,0,187.4,97,177.8,89,233.4,97,12.2,6,1,0
38,124,415,2433,0,0,167.4,119,233.2,143,109.6,115,10.3,5,0,0
33,22,510,2320,0,0,160.4,108,218.1,88,192.9,115,12.5,4,1,0
23,75,415,1841,0,0,143.2,92,209.1,142,173.0,96,11.9,9,1,0
38,134,408,2889,0,0,205.3,122,240.5,155,179.1,107,5.0,9,1,0
24,164,408,2554,0,25,219.1,88,151.5,99,50.1,60,14.3,6,1,0
34,44,510,2842,0,0,143.2,77,169.8,114,215.8,77,7.6,4,1,0
21,177,415,2818,0,0,232.8,106,175.2,97,212.2,77,12.5,7,2,0
30,110,408,1115,0,0,162.0,81,247.5,89,155.5,99,8.9,8,0,0
50,53,415,364,0,27,25.9,119,206.5,96,228.1,64,6.5,7,1,0
34,108,415,615,0,0,154.2,123,112.3,86,246.4,75,15.4,4,4,1
21,80,408,219,0,0,322.3,113,222.0,95,162.8,123,6.7,8,0,1
23,158,408,1599,0,0,209.9,112,221.3,82,210.0,93,8.2,3,1,0
35,114,415,1291,0,0,191.5,88,175.2,78,220.3,118,0.0,0,0,0
27,64,408,2129,0,19,291.1,150,226.7,123,219.1,67,7.5,2,1,0
41,88,415,2455,0,0,215.6,115,216.2,85,171.3,65,11.8,1,3,0
44,82,510,2790,1,0,208.8,101,213.7,87,175.1,86,12.4,6,3,0
17,111,415,1737,0,0,255.9,97,204.1,129,171.3,84,12.3,5,3,0
26,60,408,1189,0,0,252.7,97,221.1,121,109.9,100,12.4,4,2,0
31,113,408,3305,0,0,132.1,72,247.5,107,246.2,123,6.9,6,3,0
9,109,408,1582,0,0,217.0,115,207.0,142,268.0,106,8.2,4,1,0
15,105,510,363,0,42,101.9,79,223.1,97,241.6,77,12.9,2,0,0
8,85,510,3259,0,0,211.5,100,184.6,88,164.3,131,13.3,4,2,0
1,131,510,1384,0,0,153.4,86,198.5,81,164.4,83,10.4,3,0,0
21,59,510,2493,0,0,166.3,95,239.3,87,123.2,108,10.0,3,2,0
41,148,408,2139,0,0,185.2,87,170.4,96,165.1,104,9.5,13,1,0
45,210,408,1212,0,0,104.6,121,149.5,71,255.1,67,6.5,8,2,0
0,115,415,204,0,0,245.2,105,159.0,109,229.9,74,7.2,8,0,0
13,106,510,1954,0,0,274.4,120,198.6,82,160.8,62,6.0,3,1,0
39,93,415,2799,0,0,98.4,78,249.6,129,248.2,114,14.2,4,1,0
17,57,415,601,0,29,279.9,121,223.1,109,251.7,94,13.0,2,1,0
28,98,510,728,0,0,187.2,127,195.6,88,181.8,129,5.1,4,1,0
11,157,415,223,0,0,276.2,95,165.8,119,151.6,79,2.2,4,3,0
48,116,415,1323,0,35,200.4,104,272.8,89,214.5,100,8.3,4,1,0
49,30,510,2992,0,0,162.3,96,244.0,122,180.1,89,9.1,4,2,0
31,111,510,168,0,0,176.9,128,102.8,56,213.7,84,10.5,2,4,1
16,52,415,3033,0,0,165.5,78,205.5,89,213.6,124,12.2,6,0,0
1,72,415,571,0,0,217.8,93,189.7,113,182.6,91,10.4,5,4,0
31,135,510,2614,0,28,201.4,100,246.5,117,154.8,131,12.9,4,2,1
27,86,510,2258,0,0,190.5,115,179.6,130,258.5,89,10.1,5,3,0
8,98,415,8,0,29,179.9,97,189.2,89,164.3,76,12.8,7,3,0
50,151,510,1902,0,0,235.9,104,80.6,91,212.8,116,5.8,2,3,0
13,118,415,285,0,0,140.4,112,187.1,60,207.9,155,7.9,1,0,0
34,117,415,3110,0,0,144.6,115,258.8,66,253.2,113,7.4,9,2,0
24,55,510,1246,0,0,189.0,100,118.5,99,248.1,87,17.1,6,0,0
13,82,408,910,0,0,101.0,93,155.6,104,304.4,93,13.3,2,0,0
12,152,415,2125,0,0,206.3,98,292.8,82,43.7,121,10.6,4,1,0
42,108,408,876,0,15,165.1,85,267.0,93,250.7,114,10.9,4,1,0
35,98,408,1450,0,0,165.0,129,202.6,113,172.3,94,12.5,7,1,1
14,130,415,2668,0,0,155.9,95,256.1,97,262.9,103,11.7,3,3,0
9,136,408,2475,1,0,199.2,122,214.7,114,150.9,105,11.8,7,1,0
19,47,415,2988,0,0,155.3,116,188.2,85,247.0,73,12.3,4,3,0
36,189,415,1953,0,0,208.3,106,236.7,123,179.1,120,11.3,5,3,0
17,107,415,100,0,0,157.1,79,162.6,124,150.0,138,12.1,6,1,0
22,91,415,2220,0,0,154.4,165,168.3,121,239.9,81,11.7,4,5,1
29,159,415,1261,0,0,189.1,105,246.1,147,242.0,106,10.4,5,1,1
45,11,408,1136,0,24,131.5,98,230.2,111,283.7,87,10.0,3,2,0
34,167,415,2916,0,0,166.4,85,243.2,135,229.2,95,9.9,5,1,0
26,111,408,2544,0,0,142.3,75,122.8,106,229.5,94,12.8,9,2,0
46,99,408,2167,0,19,87.7,103,223.0,86,182.3,112,7.3,4,2,0
16,159,415,3079,0,19,184.1,78,194.5,71,225.6,101,16.9,3,0,0
45,114,415,1766,1,31,174.5,104,224.2,92,116.3,91,12.3,10,2,0
1,71,415,1269,0,0,103.3,103,138.5,79,164.8,98,9.0,2,2,0
38,122,415,1228,0,0,35.1,62,180.8,89,251.6,58,12.7,2,1,0
1,100,408,200,0,25,246.6,94,141.4,112,189.8,109,13.0,5,1,0
49,83,415,491,0,37,78.5,109,210.5,101,179.7,102,11.8,4,1,0
33,64,408,831,0,0,148.1,73,164.9,101,216.0,125,12.3,2,5,1
42,105,408,963,0,0,206.2,84,256.4,138,117.1,91,9.0,3,1,0
13,144,415,2630,0,33,251.6,87,197.6,118,209.2,97,12.2,3,2,0
50,106,415,396,1,26,270.3,111,215.2,90,254.0,133,14.4,7,1,1
43,19,510,2903,0,34,156.6,97,224.2,97,260.9,135,11.3,1,1,0
19,46,408,1081,0,0,139.4,81,223.7,113,173.1,77,13.6,6,1,0
14,127,510,935,0,0,220.2,108,188.4,124,172.7,113,11.7,3,2,0
18,9,415,2924,0,39,214.1,108,169.2,115,189.7,117,10.1,3,1,0
5,157,415,2149,0,0,196.0,74,213.4,96,196.8,81,7.9,6,1,0
44,105,415,2050,0,0,106.4,71,240.1,83,147.7,114,5.3,4,6,1
22,105,415,634,0,29,179.4,113,275.4,100,246.1,105,10.0,5,0,0
30,155,408,952,0,0,216.7,30,144.3,125,135.3,106,10.8,1,2,0
13,31,415,2175,0,0,177.3,129,152.8,105,162.9,92,5.1,2,0,0
47,161,415,1806,0,0,151.6,117,219.4,87,224.7,68,4.0,5,1,0
23,95,408,461,0,32,262.2,123,165.2,82,194.3,57,10.6,5,0,0
34,122,415,906,0,0,173.6,110,91.7,84,211.7,103,9.7,7,3,0
20,37,415,3258,1,0,106.6,76,147.4,89,235.8,113,9.6,8,2,0
10,132,415,1461,0,0,193.3,106,128.3,94,162.1,119,11.6,4,5,1
11,119,408,3218,0,24,217.2,94,138.7,52,139.3,85,11.3,4,0,0
1,16,408,2684,0,0,209.5,89,172.8,85,94.1,102,8.8,4,1,0
6,99,408,107,0,0,95.4,105,207.2,101,136.0,117,5.6,5,1,0
5,76,408,3007,0,26,214.6,110,205.2,87,134.6,140,8.1,2,1,0
16,167,415,2908,0,0,131.6,120,211.3,96,168.3,97,11.1,4,4,1
31,129,415,775,0,0,168.4,117,217.1,129,81.6,100,11.8,7,1,0
9,116,408,3223,0,0,146.4,123,176.6,113,212.6,102,7.8,5,1,0
4,60,415,118,1,0,183.0,110,206.7,93,203.8,119,11.1,6,1,0
16,128,415,723,0,0,103.3,122,245.9,123,161.1,95,6.4,7,0,0
43,47,408,2290,0,28,112.2,70,154.8,106,166.7,105,10.6,2,0,0
23,40,510,969,1,0,170.7,55,179.1,108,281.9,89,8.2,9,3,0
0,173,510,804,0,0,172.5,78,142.6,91,102.0,63,10.9,2,0,0
37,157,510,238,0,30,194.3,107,243.2,108,322.2,114,7.1,5,1,0
25,66,408,3087,0,32,187.8,117,129.8,90,132.3,113,12.0,3,2,0
46,50,415,2119,1,26,307.1,94,289.4,78,174.9,109,8.0,3,0,0
44,72,415,1472,0,0,118.2,106,167.2,136,214.2,106,12.2,3,3,0
16,130,510,186,0,0,154.0,95,205.9,106,233.7,75,12.9,1,1,0
33,143,408,2315,0,0,155.5,101,213.4,89,237.9,61,7.6,11,1,0
8,89,510,1710,1,0,125.6,108,213.0,90,181.7,108,5.4,5,1,0
15,108,415,2265,0,0,199.3,104,224.2,92,140.1,57,15.2,2,0,0
43,32,408,2421,0,0,157.9,88,180.8,132,132.5,102,12.8,3,1,0
19,166,415,1300,0,0,203.4,81,167.7,110,132.0,124,9.2,5,2,0
46,109,408,623,0,0,222.2,113,218.5,122,266.0,88,10.9,5,1,0
4,72,408,373,0,39,92.8,98,271.2,115,167.1,83,5.8,7,1,0
12,134,415,1636,0,32,216.8,78,102.2,111,174.0,83,8.6,2,0,0
30,13,415,1075,0,0,193.2,89,194.4,90,186.5,104,9.7,2,4,0
